City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Mogadishu,SO,2.0371,45.3438,75.33,82,34,17.85,scattered clouds
700,Najran,SA,17.4924,44.1277,46.4,34,0,0.98,clear sky
701,Rafsanjan,IR,30.4067,55.9939,34.21,69,0,0.87,clear sky
702,Milkovo,RU,54.7167,158.6167,1.53,89,5,0.31,clear sky
703,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.18,92,68,4.81,light rain
704,Laukaa,RU,58.7372,29.8453,36.5,97,100,10.38,overcast clouds
705,Lianzhou,CN,24.7811,112.3825,73.09,40,0,4.63,clear sky
706,Arivonimamo,MG,-19.0167,47.1833,66.2,88,20,4.61,few clouds
707,Petilia Policastro,IT,39.1139,16.7855,55.4,76,90,18.41,light rain
708,Kenai,US,60.5544,-151.2583,33.8,86,90,4.61,light rain
709,Issoire,FR,45.55,3.25,35.6,80,90,4.61,overcast clouds
710,Brejo Da Madre De Deus,BR,-8.1458,-36.3711,67.46,91,81,7.76,broken clouds
711,Vanimo,PG,-2.6741,141.3028,84.67,69,100,5.7,light rain
712,Mattru,SL,7.6244,-11.8332,71.71,95,0,2.15,clear sky
713,Qandala,SO,11.472,49.8728,72.19,64,0,10.45,clear sky
714,Aginskoye,RU,51.1,114.53,17.96,92,100,5.32,overcast clouds
715,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.59,83,51,7.38,light rain
